,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
28,Wakefield,40.894705176609996,-73.84720052054901,Popeyes Louisiana Kitchen,40.889322016018355,-73.84332313766208,Fried Chicken Joint
29,Wakefield,40.894705176609996,-73.84720052054901,Baychester Avenue Food Truck,40.892293193824266,-73.84323016854879,Food Truck
30,Wakefield,40.894705176609996,-73.84720052054901,McDonald's,40.892779,-73.857473,Fast Food Restaurant
31,Wakefield,40.894705176609996,-73.84720052054901,Koss Quick Wash,40.891147,-73.85023,Laundromat
32,Wakefield,40.894705176609996,-73.84720052054901,Rite Aid,40.89851188277123,-73.8553595778686,Pharmacy
33,Wakefield,40.894705176609996,-73.84720052054901,Rite Aid,40.892241,-73.8582369,Pharmacy
34,Wakefield,40.894705176609996,-73.84720052054901,Shell,40.886595957614354,-73.84916287540008,Gas Station
35,Wakefield,40.894705176609996,-73.84720052054901,Hong Kong China King,40.89164018732252,-73.84089838786122,Chinese Restaurant
36,Wakefield,40.894705176609996,-73.84720052054901,Deals,40.894326599946716,-73.8570135303672,Discount Store
37,Wakefield,40.894705176609996,-73.84720052054901,New China Gardens,40.89836122724755,-73.85325765987763,Asian Restaurant
38,Wakefield,40.894705176609996,-73.84720052054901,Associated Supermarket,40.88796975874366,-73.84692879859317,Supermarket
39,Wakefield,40.894705176609996,-73.84720052054901,Kennedy Fried Chicken and Pizza,40.89835116443819,-73.85401573125385,Fast Food Restaurant
40,Wakefield,40.894705176609996,-73.84720052054901,Mount St Michael's Academy (track),40.898687884071485,-73.84070885767821,Track
41,Wakefield,40.894705176609996,-73.84720052054901,Him Health Food Market,40.897838,-73.854578,Food
42,Wakefield,40.894705176609996,-73.84720052054901,Bx16 Bus Stop,40.89848950706917,-73.85418158765214,Bus Station
43,Wakefield,40.894705176609996,-73.84720052054901,excellent taste restaurant,40.89743295245587,-73.85522749080002,Asian Restaurant
44,Wakefield,40.894705176609996,-73.84720052054901,Brothers Pizzeria,40.89839995304413,-73.85464171223522,Pizza Place
45,Wakefield,40.894705176609996,-73.84720052054901,MTA MaBSTOA Bus Bx16 / Bx39 / BxM11 & Bee-line 25 / 26 At 233rd St & White Plains Road,40.89855607424769,-73.85464610386165,Bus Station
46,Wakefield,40.894705176609996,-73.84720052054901,Wakefield Deli,40.90184568263587,-73.84683690802746,Deli / Bodega
47,Wakefield,40.894705176609996,-73.84720052054901,Inn At the Border,40.898247785493794,-73.83864124385997,Other Nightlife
48,Wakefield,40.894705176609996,-73.84720052054901,New Everlasting Nails,40.89337753247716,-73.8572087877291,Cosmetics Shop
49,Wakefield,40.894705176609996,-73.84720052054901,MTA Subway - 233rd St (2/5),40.893304923419436,-73.8572645187378,Metro Station
50,Wakefield,40.894705176609996,-73.84720052054901,Seton Falls Park,40.8884138255166,-73.84018621289728,Park
51,Wakefield,40.894705176609996,-73.84720052054901,Last Stop Bar,40.90240976610952,-73.85139773376028,Bar
52,Co-op City,40.87429419303012,-73.829939108124,Dumplin Shop,40.876042191838856,-73.83595004760689,Dumpling Restaurant
53,Co-op City,40.87429419303012,-73.829939108124,Country Thyme Cuisine,40.87688005361567,-73.83773352710116,Caribbean Restaurant
54,Co-op City,40.87429419303012,-73.829939108124,Panera Bread,40.867866294858295,-73.82784470915794,Bakery
55,Co-op City,40.87429419303012,-73.829939108124,Red Lobster,40.869059,-73.826987,Seafood Restaurant
56,Co-op City,40.87429419303012,-73.829939108124,Stop & Shop,40.868718192845556,-73.82542133331299,Supermarket
57,Co-op City,40.87429419303012,-73.829939108124,The Cookie Factory,40.87646144059442,-73.8393530654225,Bakery
58,Co-op City,40.87429419303012,-73.829939108124,Dollar Tree,40.87012498449601,-73.82898863175873,Discount Store
59,Co-op City,40.87429419303012,-73.829939108124,DSW,40.86780417901166,-73.82672677193412,Shoe Store
60,Co-op City,40.87429419303012,-73.829939108124,Sangria Cafe,40.869620114462194,-73.82807151742419,Spanish Restaurant
61,Co-op City,40.87429419303012,-73.829939108124,Bay Plaza Shopping Center,40.867410043679406,-73.82665440072603,Shopping Mall
62,Co-op City,40.87429419303012,-73.829939108124,Chipotle Mexican Grill,40.868854,-73.82627,Mexican Restaurant
63,Co-op City,40.87429419303012,-73.829939108124,Bagels on Bartow,40.86947314383014,-73.8294469481041,Bagel Shop
64,Co-op City,40.87429419303012,-73.829939108124,Rite Aid,40.881139,-73.823758,Pharmacy
65,Co-op City,40.87429419303012,-73.829939108124,Five Below,40.86805566898652,-73.82512538723996,Discount Store
66,Co-op City,40.87429419303012,-73.829939108124,Dallas BBQ,40.86795564512483,-73.82530024455193,BBQ Joint
67,Co-op City,40.87429419303012,-73.829939108124,Rite Aid,40.8703448818904,-73.82830202579498,Pharmacy
68,Co-op City,40.87429419303012,-73.829939108124,Starbucks,40.86561735082342,-73.82726323730006,Coffee Shop
69,Co-op City,40.87429419303012,-73.829939108124,Carter's,40.86687532605529,-73.82704925700622,Kids Store
70,Co-op City,40.87429419303012,-73.829939108124,Capri II Pizza,40.87637420537464,-73.82994042507629,Pizza Place
71,Co-op City,40.87429419303012,-73.829939108124,T-Mobile,40.86852738129755,-73.82726092638222,Mobile Phone Shop
72,Co-op City,40.87429419303012,-73.829939108124,Marshalls,40.868493455256,-73.8298282027244,Department Store
73,Co-op City,40.87429419303012,-73.829939108124,GameStop,40.86786409498371,-73.82540995478442,Video Game Store
74,Co-op City,40.87429419303012,-73.829939108124,DSW Designer Shoe Warehouse,40.8678278,-73.8270136,Shoe Store
75,Co-op City,40.87429419303012,-73.829939108124,Pier 1 Imports,40.866860229788,-73.8275778293609,Furniture / Home Store
76,Co-op City,40.87429419303012,-73.829939108124,Baskin Robbins,40.87004451117903,-73.8295779479274,Ice Cream Shop
77,Co-op City,40.87429419303012,-73.829939108124,PEARTREE PLAZA MALL,40.88079962648702,-73.82368505269557,Shopping Mall
78,Co-op City,40.87429419303012,-73.829939108124,The Children's Place,40.866972141895964,-73.82587946178818,Kids Store
79,Co-op City,40.87429419303012,-73.829939108124,Bartow Mall,40.86962910502878,-73.82806667576247,Shopping Mall
80,Co-op City,40.87429419303012,-73.829939108124,AT&T,40.86826790527491,-73.82484197616577,Mobile Phone Shop
81,Co-op City,40.87429419303012,-73.829939108124,Mattress Firm,40.87223414329722,-73.8286072661231,Mattress Store
82,Co-op City,40.87429419303012,-73.829939108124,Popeyes Louisiana Kitchen,40.86860057501349,-73.8312082077379,Fried Chicken Joint
83,Co-op City,40.87429419303012,-73.829939108124,Arby's,40.87051762174326,-73.82865691534425,Fast Food Restaurant
84,Co-op City,40.87429419303012,-73.829939108124,Stop and Shop,40.8805949430529,-73.82563591003418,Supermarket
85,Co-op City,40.87429419303012,-73.829939108124,Dunkin',40.86780008007166,-73.8333645677676,Donut Shop
86,Co-op City,40.87429419303012,-73.829939108124,7 eleven,40.869155118939915,-73.83156599525223,Convenience Store
87,Co-op City,40.87429419303012,-73.829939108124,The Garage,40.88216467197872,-73.82759319234759,Nightclub
88,Co-op City,40.87429419303012,-73.829939108124,Torrid,40.867559,-73.825149,Clothing Store
89,Co-op City,40.87429419303012,-73.829939108124,Saks OFF 5TH,40.86566801,-73.8296628,Department Store
90,Co-op City,40.87429419303012,-73.829939108124,Pizza Hut,40.86868776810615,-73.83384615182877,Pizza Place
91,Co-op City,40.87429419303012,-73.829939108124,Staples,40.8675818,-73.8289133,Paper / Office Supplies Store
92,Co-op City,40.87429419303012,-73.829939108124,Claire's,40.8668555145782,-73.82810756416545,Accessories Store
93,Co-op City,40.87429419303012,-73.829939108124,Chase Bank,40.867348,-73.827217,Bank
94,Co-op City,40.87429419303012,-73.829939108124,Food Universe Marketplace,40.87673987981054,-73.82898048976519,Grocery Store
95,Co-op City,40.87429419303012,-73.829939108124,AMC Bay Plaza Cinema 13,40.866993771217054,-73.82508460459398,Movie Theater
96,Co-op City,40.87429419303012,-73.829939108124,SUBWAY,40.86862220285062,-73.83405221251073,Sandwich Place
97,Co-op City,40.87429419303012,-73.829939108124,Dunkin',40.8697065,-73.8295177,Donut Shop
98,Co-op City,40.87429419303012,-73.829939108124,Moe's Southwest Grill,40.86631,-73.83032,Mexican Restaurant
99,Co-op City,40.87429419303012,-73.829939108124,McDonald's,40.86870592437685,-73.83058532145697,Fast Food Restaurant
100,Co-op City,40.87429419303012,-73.829939108124,Dressbarn,40.866455710773515,-73.82601883706258,Women's Store
101,Co-op City,40.87429419303012,-73.829939108124,Verizon,40.866683850467645,-73.82628383583449,Mobile Phone Shop
102,Co-op City,40.87429419303012,-73.829939108124,Mattress Firm,40.86881401929237,-73.83367127976226,Mattress Store
103,Co-op City,40.87429419303012,-73.829939108124,Haffen Park,40.87359183437905,-73.8385091455745,Park
104,Co-op City,40.87429419303012,-73.829939108124,Party City,40.866721011414036,-73.82841083168671,Miscellaneous Shop
105,Co-op City,40.87429419303012,-73.829939108124,Men's Wearhouse,40.869281189996855,-73.83092614068846,Men's Store
106,Co-op City,40.87429419303012,-73.829939108124,Verizon,40.8664826,-73.8259775,Mobile Phone Shop
107,Co-op City,40.87429419303012,-73.829939108124,Bob's Discount Furniture,40.86688815749752,-73.8274410367012,Furniture / Home Store
108,Co-op City,40.87429419303012,-73.829939108124,Townhouse Restaurant,40.876085887834265,-73.82886815052547,Restaurant
109,Co-op City,40.87429419303012,-73.829939108124,Applebee's Grill + Bar,40.86618631,-73.82647786,American Restaurant
110,Co-op City,40.87429419303012,-73.829939108124,Guang Hui Chinese Restaurant,40.87660292677318,-73.82971005218339,Chinese Restaurant
111,Co-op City,40.87429419303012,-73.829939108124,Kennedy's,40.87680662096625,-73.82962703704834,Fast Food Restaurant
112,Co-op City,40.87429419303012,-73.829939108124,Golden Krust Caribbean Restaurant,40.880751611799155,-73.82378110077026,Caribbean Restaurant
113,Co-op City,40.87429419303012,-73.829939108124,P.C. Richard & Son,40.86811787434579,-73.83059312471943,Electronics Store
114,Co-op City,40.87429419303012,-73.829939108124,MTA MaBSTOA Bus Bx23 / Bx30 / Bx38 / Q50 at Donizetti Place & Baychester Ave (Section 1),40.87618793183889,-73.833838139328,Bus Station
115,Co-op City,40.87429419303012,-73.829939108124,24 Hour Fitness,40.86781839234004,-73.82498414619204,Gym / Fitness Center
116,Co-op City,40.87429419303012,-73.829939108124,Co Op City Lil League Field,40.87585277,-73.82441818714142,Baseball Field
117,Co-op City,40.87429419303012,-73.829939108124,MTA MaBSTOA Bus Bx23 / Bx28 / Bx30 / Bx38 / Q50 at Co-op City Blvd & Baychester Ave (Section 1),40.879418720645106,-73.83197665214539,Bus Station
118,Co-op City,40.87429419303012,-73.829939108124,Modell's Sporting Goods,40.867080780477885,-73.82567456237783,Sporting Goods Shop
119,Co-op City,40.87429419303012,-73.829939108124,Ramada Bronx,40.879865,-73.831504,Hotel
120,Co-op City,40.87429419303012,-73.829939108124,MTA BxM7,40.86931937330638,-73.82597089328371,Bus Line
121,Co-op City,40.87429419303012,-73.829939108124,Kmart,40.86646442,-73.8294637,Department Store
122,Co-op City,40.87429419303012,-73.829939108124,City Pizza,40.88045918137706,-73.82397205125304,Pizza Place
123,Co-op City,40.87429419303012,-73.829939108124,Daffy's,40.866840232636626,-73.8272804684966,Clothing Store
124,Co-op City,40.87429419303012,-73.829939108124,Thru-way Pizza & Grill,40.88206350803375,-73.83004546165466,Pizza Place
125,Co-op City,40.87429419303012,-73.829939108124,Hungry Howie's,40.880556457550355,-73.8237710171732,Pizza Place
126,Co-op City,40.87429419303012,-73.829939108124,China Inn Buffet,40.880742,-73.823841,Buffet
127,Co-op City,40.87429419303012,-73.829939108124,Pelham Bay Plaza,40.867237416357796,-73.8241960604158,Department Store
128,Co-op City,40.87429419303012,-73.829939108124,Champion Chicken,40.868521,-73.821991,Food
129,Co-op City,40.87429419303012,-73.829939108124,PC Richards & Son Bay Plaza mall,40.86579834119964,-73.83055436860468,Electronics Store
130,Co-op City,40.87429419303012,-73.829939108124,Chinese Buffet,40.88053257622219,-73.82376206745879,Chinese Restaurant
131,Eastchester,40.887555677350775,-73.82780644716412,Fish & Ting,40.88553926848355,-73.82915130799964,Caribbean Restaurant
132,Eastchester,40.887555677350775,-73.82780644716412,Mario's Pizza,40.88862762439113,-73.83126012557018,Pizza Place
133,Eastchester,40.887555677350775,-73.82780644716412,Cozy Cottage Restaurant,40.88633207186384,-73.82761561924221,Diner
134,Eastchester,40.887555677350775,-73.82780644716412,Dyre Fish Market,40.889317642958616,-73.83145257358296,Seafood Restaurant
135,Eastchester,40.887555677350775,-73.82780644716412,Taco Bell,40.88302914904598,-73.82490116273638,Fast Food Restaurant
136,Eastchester,40.887555677350775,-73.82780644716412,Fairway Market,40.89176235395443,-73.82037622564654,Grocery Store
137,Eastchester,40.887555677350775,-73.82780644716412,HomeGoods,40.8908145,-73.8208492,Furniture / Home Store
138,Eastchester,40.887555677350775,-73.82780644716412,Panera Bread,40.8914937,-73.8190083,Bakery
139,Eastchester,40.887555677350775,-73.82780644716412,Gourmet Express,40.890508467185455,-73.81759071296698,Café
140,Eastchester,40.887555677350775,-73.82780644716412,St. Paul's Church National Historic Site,40.89348196615198,-73.82532759000522,Historic Site
141,Eastchester,40.887555677350775,-73.82780644716412,Dunkin',40.88538419291817,-73.8280987591753,Donut Shop
142,Eastchester,40.887555677350775,-73.82780644716412,Smashburger,40.890171687288685,-73.82058366950676,Burger Joint
143,Eastchester,40.887555677350775,-73.82780644716412,Fairway Wines & Spirits,40.89161191917169,-73.8204496174189,Wine Shop
144,Eastchester,40.887555677350775,-73.82780644716412,Dyre Deli Grocery,40.88823525219036,-73.8312823268945,Deli / Bodega
145,Eastchester,40.887555677350775,-73.82780644716412,Kinetic Sports Club,40.89221928580828,-73.81810901930359,Gym
146,Eastchester,40.887555677350775,-73.82780644716412,Dave & Buster's,40.892236,-73.821055,Sports Bar
147,Eastchester,40.887555677350775,-73.82780644716412,Rite Aid,40.881139,-73.823758,Pharmacy
148,Eastchester,40.887555677350775,-73.82780644716412,IHOP,40.89003347839588,-73.81958492731994,Breakfast Spot
149,Eastchester,40.887555677350775,-73.82780644716412,Chipotle Mexican Grill,40.893607,-73.821011,Mexican Restaurant
150,Eastchester,40.887555677350775,-73.82780644716412,Yumi Asian Bistro & Hibachi Steak House,40.89341523171208,-73.82032545549927,Asian Restaurant
151,Eastchester,40.887555677350775,-73.82780644716412,Wendy's,40.88959742209178,-73.81994292140007,Fast Food Restaurant
152,Eastchester,40.887555677350775,-73.82780644716412,Golden Krust Caribbean Restaurant,40.88854318502737,-73.83127757319923,Caribbean Restaurant
153,Eastchester,40.887555677350775,-73.82780644716412,Five Below,40.89283148990643,-73.81854775819387,Discount Store
154,Eastchester,40.887555677350775,-73.82780644716412,Dunkin',40.894053559836536,-73.82401608723755,Donut Shop
155,Eastchester,40.887555677350775,-73.82780644716412,Five Guys,40.89389489449381,-73.81987218748435,Burger Joint
156,Eastchester,40.887555677350775,-73.82780644716412,GameStop,40.89339494777863,-73.81979831212374,Video Game Store
157,Eastchester,40.887555677350775,-73.82780644716412,BowlerLand,40.88601990111869,-73.82320747767668,Bowling Alley
158,Eastchester,40.887555677350775,-73.82780644716412,The Garage,40.88216467197872,-73.82759319234759,Nightclub
159,Eastchester,40.887555677350775,-73.82780644716412,PEARTREE PLAZA MALL,40.88079962648702,-73.82368505269557,Shopping Mall
160,Eastchester,40.887555677350775,-73.82780644716412,Dollar Tree,40.89356135604874,-73.82026271600698,Discount Store
161,Eastchester,40.887555677350775,-73.82780644716412,24 Hour Fitness,40.89229756193752,-73.82047365234841,Gym / Fitness Center
162,Eastchester,40.887555677350775,-73.82780644716412,Columbus Diner,40.89446524525078,-73.82424218679706,Diner
163,Eastchester,40.887555677350775,-73.82780644716412,GNC,40.89101784734083,-73.82074507058611,Supplement Shop
164,Eastchester,40.887555677350775,-73.82780644716412,SUBWAY,40.88393200040707,-73.83199027260656,Sandwich Place
165,Eastchester,40.887555677350775,-73.82780644716412,Shopwell Plaza,40.88414438691145,-73.83200095565496,Shopping Mall
166,Eastchester,40.887555677350775,-73.82780644716412,Stop and Shop,40.8805949430529,-73.82563591003418,Supermarket
167,Eastchester,40.887555677350775,-73.82780644716412,The Vitamin Shoppe,40.8930603,-73.8193219,Supplement Shop
168,Eastchester,40.887555677350775,-73.82780644716412,Pelham Manor Shopping Plaza,40.8922573067517,-73.81776143990406,Shopping Mall
169,Eastchester,40.887555677350775,-73.82780644716412,Jimmy's Best Chinese Restaurant,40.8841792178673,-73.83268490851218,Asian Restaurant
170,Eastchester,40.887555677350775,-73.82780644716412,Mingles,40.884145813963066,-73.83261297304038,Cocktail Bar
171,Eastchester,40.887555677350775,-73.82780644716412,Lane Bryant,40.891329,-73.821005,Women's Store
172,Eastchester,40.887555677350775,-73.82780644716412,Sally Beauty,40.89108,-73.820714,Health & Beauty Service
173,Eastchester,40.887555677350775,-73.82780644716412,Wingstop,40.891268,-73.819114,Wings Joint
174,Eastchester,40.887555677350775,-73.82780644716412,McDonald's,40.88563631373264,-73.82683955509486,Fast Food Restaurant
175,Eastchester,40.887555677350775,-73.82780644716412,T-Mobile,40.892861,-73.818548,Mobile Phone Shop
176,Eastchester,40.887555677350775,-73.82780644716412,Dyre Ave Diner,40.887968729082246,-73.83141284372412,Diner
177,Eastchester,40.887555677350775,-73.82780644716412,Dressbarn,40.891231,-73.820894,Women's Store
178,Eastchester,40.887555677350775,-73.82780644716412,Chase Bank,40.89247656015229,-73.81878152489662,Bank
179,Eastchester,40.887555677350775,-73.82780644716412,T-Mobile,40.892658,-73.818309,Mobile Phone Shop
180,Eastchester,40.887555677350775,-73.82780644716412,Marshalls,40.890873,-73.821115,Department Store
181,Eastchester,40.887555677350775,-73.82780644716412,CTown Supermarkets,40.88429701,-73.83370186,Grocery Store
182,Eastchester,40.887555677350775,-73.82780644716412,Royal Caribbean Bakery,40.888251933965,-73.83145707477787,Caribbean Restaurant
183,Eastchester,40.887555677350775,-73.82780644716412,Pimento Caribbean Restaurant,40.88436878845637,-73.83211203676869,Caribbean Restaurant
184,Eastchester,40.887555677350775,-73.82780644716412,MTA New York City Bus/Bee Line - Bx16/Bx30/W60/W61/W62 (Pelham/Co-op City/White Plains/Port Chester) @ Boston Road and Conner Street,40.88594,-73.82787,Bus Stop
185,Eastchester,40.887555677350775,-73.82780644716412,4 Star Auto Glass,40.8860464,-73.826613,Automotive Shop
186,Eastchester,40.887555677350775,-73.82780644716412,Imperial beverage center,40.889146992600836,-73.82929692582755,Food & Drink Shop
187,Eastchester,40.887555677350775,-73.82780644716412,Golden Krust Caribbean Restaurant,40.880751611799155,-73.82378110077026,Caribbean Restaurant
188,Eastchester,40.887555677350775,-73.82780644716412,NYW&B Railway - Baychester,40.887882155187874,-73.83116319314648,Platform
189,Eastchester,40.887555677350775,-73.82780644716412,"MTA MaBSTOA & Bee-Line Bus: (Bx16, BL 52, 55)",40.88800860085501,-73.83133279875986,Bus Station
190,Eastchester,40.887555677350775,-73.82780644716412,Adil Newsstand & Grocery,40.888433208510854,-73.83127682668768,Convenience Store
191,Eastchester,40.887555677350775,-73.82780644716412,Sunshine Supermarket,40.888868844071744,-73.83128840402118,Deli / Bodega
192,Eastchester,40.887555677350775,-73.82780644716412,BP,40.89405892,-73.82426564,Gas Station
193,Eastchester,40.887555677350775,-73.82780644716412,FedEx Ship Center,40.895506,-73.82764,Shipping Store
194,Eastchester,40.887555677350775,-73.82780644716412,Dome Groomer's,40.884440701933244,-73.83205345211809,Cosmetics Shop
195,Eastchester,40.887555677350775,-73.82780644716412,S & Y Grace,40.884140076175164,-73.8320879137,Grocery Store
196,Eastchester,40.887555677350775,-73.82780644716412,NSA Supermarkets,40.88406190808122,-73.83264949221893,Supermarket
197,Eastchester,40.887555677350775,-73.82780644716412,Modell's Sporting Goods,40.89257968049204,-73.81993080158198,Sporting Goods Shop
198,Eastchester,40.887555677350775,-73.82780644716412,Shell,40.89152962994204,-73.8174939773084,Gas Station
199,Eastchester,40.887555677350775,-73.82780644716412,City Pizza,40.88045918137706,-73.82397205125304,Pizza Place
200,Eastchester,40.887555677350775,-73.82780644716412,Gormet Deli & Cafe,40.890461053103884,-73.81792370808928,Sandwich Place
201,Eastchester,40.887555677350775,-73.82780644716412,Ramada Bronx,40.879865,-73.831504,Hotel
202,Eastchester,40.887555677350775,-73.82780644716412,pelham gourmet deli,40.89067971583624,-73.81751013942011,Deli / Bodega
203,Eastchester,40.887555677350775,-73.82780644716412,de reimer deli and grocery,40.88149294728297,-73.83572357419423,Deli / Bodega
204,Eastchester,40.887555677350775,-73.82780644716412,MTA MaBSTOA Bus Bx23 / Bx28 / Bx30 / Bx38 / Q50 at Co-op City Blvd & Baychester Ave (Section 1),40.879418720645106,-73.83197665214539,Bus Station
205,Eastchester,40.887555677350775,-73.82780644716412,Knuckleheads,40.89093668840454,-73.81705284118652,Bar
206,Fieldston,40.89543742690383,-73.90564259591682,Wave Hill,40.900062189494726,-73.9124461576627,Garden
207,Fieldston,40.89543742690383,-73.90564259591682,Lloyd's Carrot Cake,40.894060199383176,-73.89652847601737,Bakery
208,Fieldston,40.89543742690383,-73.90564259591682,Yo-Burger,40.88733734314313,-73.9071843648891,Burger Joint
209,Fieldston,40.89543742690383,-73.90564259591682,Tin Marin,40.88707311362176,-73.90714828242368,Tapas Restaurant
210,Fieldston,40.89543742690383,-73.90564259591682,An Beal Bocht Cafe,40.88730309009836,-73.90502527528892,Bar
211,Fieldston,40.89543742690383,-73.90564259591682,Riverdale Ave,40.890424929507866,-73.91024841803598,Plaza
212,Fieldston,40.89543742690383,-73.90564259591682,Greek Express,40.88749950271757,-73.90726184172892,Greek Restaurant
213,Fieldston,40.89543742690383,-73.90564259591682,Salvatore's of Soho,40.887632762259415,-73.90717756259086,Pizza Place
214,Fieldston,40.89543742690383,-73.90564259591682,Skyview Wines and Spirits,40.903420126082416,-73.90577158410362,Wine Shop
215,Fieldston,40.89543742690383,-73.90564259591682,Jake’s Steakhouse,40.89163832603088,-73.89757290885106,Steakhouse
216,Fieldston,40.89543742690383,-73.90564259591682,Barcelona Bites Gastro Club,40.889419717020665,-73.89923731358874,Lounge
217,Fieldston,40.89543742690383,-73.90564259591682,Tortoise and Hare Statue,40.89393751979629,-73.89612436294556,Public Art
218,Fieldston,40.89543742690383,-73.90564259591682,Broadway Joe's Pizza,40.8898981274626,-73.8985080809925,Pizza Place
219,Fieldston,40.89543742690383,-73.90564259591682,Chase Bank,40.888089,-73.907921,Bank
220,Fieldston,40.89543742690383,-73.90564259591682,Goodfella's Pizza,40.88712132107213,-73.90430120748528,Pizza Place
221,Fieldston,40.89543742690383,-73.90564259591682,Blackstone Bar & Grill,40.887253200116284,-73.9072508524159,Bar
222,Fieldston,40.89543742690383,-73.90564259591682,Burrito Shop,40.88970321678889,-73.89850865735627,Mexican Restaurant
223,Fieldston,40.89543742690383,-73.90564259591682,Dunkin',40.89016170726231,-73.89839903612506,Donut Shop
224,Fieldston,40.89543742690383,-73.90564259591682,New Riverdale Deli,40.887269605085706,-73.90512674452026,Sandwich Place
225,Fieldston,40.89543742690383,-73.90564259591682,Rolen Bagels,40.88662386774234,-73.90716818359404,Bagel Shop
226,Fieldston,40.89543742690383,-73.90564259591682,Tiny's Diner,40.8866525233077,-73.90722113692334,Diner
227,Fieldston,40.89543742690383,-73.90564259591682,Starbucks,40.890105,-73.900758,Coffee Shop
228,Fieldston,40.89543742690383,-73.90564259591682,Papa John's Pizza,40.88688268179659,-73.9084571226761,Pizza Place
229,Fieldston,40.89543742690383,-73.90564259591682,Planet Wings,40.88984492265679,-73.89849481350521,Wings Joint
230,Fieldston,40.89543742690383,-73.90564259591682,Santa Fe Grill & Bar,40.89147882667728,-73.89766062927612,Mexican Restaurant
231,Fieldston,40.89543742690383,-73.90564259591682,Wells Fargo Bank,40.887013098817796,-73.90743121504784,Bank
232,Fieldston,40.89543742690383,-73.90564259591682,Burger King,40.89121949532642,-73.89788103173487,Fast Food Restaurant
233,Fieldston,40.89543742690383,-73.90564259591682,SUBWAY,40.89003454156872,-73.89838652121755,Sandwich Place
234,Fieldston,40.89543742690383,-73.90564259591682,Fieldston Road Circle,40.89448851736085,-73.90562087134356,Plaza
235,Fieldston,40.89543742690383,-73.90564259591682,Riverside Drive,40.896507486527454,-73.90826091791374,River
